0.000000000000000000e+00,3.599999999999999867e-01,1.098594261326081067e+00,1.000000000000000000e+00
1.000000000000000000e+02,4.566666666666666652e-01,1.053493334496512279e+00,9.099181073703367373e-01
2.000000000000000000e+02,4.566666666666666652e-01,9.935545450139575685e-01,8.340283569641366856e-01
3.000000000000000000e+02,5.433333333333333348e-01,8.800576597844510518e-01,7.698229407236335531e-01
4.000000000000000000e+02,6.966666666666666563e-01,7.304731848949130857e-01,7.147962830593280747e-01
5.000000000000000000e+02,7.299999999999999822e-01,5.716105656191797779e-01,6.671114076050700392e-01
6.000000000000000000e+02,7.766666666666666163e-01,4.972266386600767696e-01,6.253908692933083380e-01
7.000000000000000000e+02,8.066666666666666430e-01,4.402538626046397230e-01,5.885815185403178162e-01
8.000000000000000000e+02,8.299999999999999600e-01,4.076088562955137995e-01,5.558643690939411020e-01
9.000000000000000000e+02,8.333333333333333703e-01,3.824386627951728013e-01,5.265929436545550013e-01
1.000000000000000000e+03,8.333333333333333703e-01,3.559902152914860562e-01,5.002501250625311924e-01
1.100000000000000000e+03,8.466666666666666785e-01,3.403003285137873313e-01,4.764173415912338894e-01
1.200000000000000000e+03,8.533333333333333881e-01,3.280073447961772137e-01,4.547521600727603697e-01
1.300000000000000000e+03,8.666666666666666963e-01,3.191555749546178822e-01,4.349717268377555346e-01
1.400000000000000000e+03,8.633333333333332860e-01,3.121431163856773772e-01,4.168403501458941007e-01
1.500000000000000000e+03,8.599999999999999867e-01,3.064543326560474901e-01,4.001600640256102182e-01
1.600000000000000000e+03,8.599999999999999867e-01,3.014452499184424594e-01,3.847633705271257809e-01
1.700000000000000000e+03,8.633333333333332860e-01,2.960205754974492010e-01,3.705075954057058252e-01
1.800000000000000000e+03,8.633333333333332860e-01,2.920752795525381473e-01,3.572704537334762676e-01
1.900000000000000000e+03,8.699999999999999956e-01,2.888893338606696171e-01,3.449465332873404844e-01
2.000000000000000000e+03,8.699999999999999956e-01,2.859067913042059872e-01,3.334444814938312684e-01
2.100000000000000000e+03,8.699999999999999956e-01,2.836439720313338464e-01,3.226847370119393377e-01
2.200000000000000000e+03,8.699999999999999956e-01,2.814044008497135763e-01,3.125976867771178558e-01
2.300000000000000000e+03,8.699999999999999956e-01,2.794755232263227973e-01,3.031221582297666250e-01
2.400000000000000000e+03,8.699999999999999956e-01,2.775143917649515179e-01,2.942041776993233326e-01
2.500000000000000000e+03,8.699999999999999956e-01,2.759099433129648116e-01,2.857959416976278977e-01
2.600000000000000000e+03,8.733333333333332948e-01,2.745912054037531469e-01,2.778549597110308023e-01
2.700000000000000000e+03,8.766666666666667052e-01,2.731410802352405853e-01,2.703433360367666904e-01
2.800000000000000000e+03,8.733333333333332948e-01,2.719982228206113684e-01,2.632271650434324650e-01
2.900000000000000000e+03,8.766666666666667052e-01,2.707645243484576580e-01,2.564760194921774650e-01
3.000000000000000000e+03,8.733333333333332948e-01,2.695663333457123390e-01,2.500625156289072448e-01
3.100000000000000000e+03,8.733333333333332948e-01,2.686778619498692566e-01,2.439619419370578079e-01
3.200000000000000000e+03,8.733333333333332948e-01,2.676885954854787975e-01,2.381519409383186514e-01
3.300000000000000000e+03,8.733333333333332948e-01,2.668432761193390568e-01,2.326122354035822515e-01
