0.000000000000000000e+00,3.599999999999999867e-01,1.098594261326081067e+00,1.000000000000000000e+00
1.000000000000000000e+02,4.099999999999999756e-01,1.071528451982316721e+00,5.025125628140703071e-01
2.000000000000000000e+02,4.699999999999999734e-01,1.029024751716931307e+00,3.344481605351170561e-01
3.000000000000000000e+02,5.833333333333333703e-01,9.409816219216048383e-01,2.506265664160400863e-01
4.000000000000000000e+02,5.966666666666666785e-01,8.711176520514865018e-01,2.004008016032063910e-01
5.000000000000000000e+02,6.600000000000000311e-01,8.200219046104508802e-01,1.669449081803004997e-01
6.000000000000000000e+02,6.666666666666666297e-01,7.827753141616395904e-01,1.430615164520743776e-01
7.000000000000000000e+02,7.033333333333333659e-01,7.557801538332890035e-01,1.251564455569461887e-01
8.000000000000000000e+02,7.166666666666666741e-01,7.352556059299816260e-01,1.112347052280311388e-01
9.000000000000000000e+02,7.299999999999999822e-01,7.183758440116106980e-01,1.001001001001000923e-01
1.000000000000000000e+03,7.266666666666666829e-01,7.042775798320425329e-01,9.099181073703366263e-02
1.100000000000000000e+03,7.399999999999999911e-01,6.930248206300837488e-01,8.340283569641367134e-02
1.200000000000000000e+03,7.433333333333332904e-01,6.841859205782563347e-01,7.698229407236335808e-02
1.300000000000000000e+03,7.500000000000000000e-01,6.766006369871797599e-01,7.147962830593281025e-02
1.400000000000000000e+03,7.533333333333332993e-01,6.673562881663339663e-01,6.671114076050700670e-02
1.500000000000000000e+03,7.633333333333333082e-01,6.566375838570437384e-01,6.253908692933082825e-02
1.600000000000000000e+03,7.666666666666667185e-01,6.496801152527515999e-01,5.885815185403177330e-02
1.700000000000000000e+03,7.700000000000000178e-01,6.441596324560375786e-01,5.558643690939410464e-02
1.800000000000000000e+03,7.700000000000000178e-01,6.382303575122619810e-01,5.265929436545549458e-02
1.900000000000000000e+03,7.733333333333333171e-01,6.329301586065564367e-01,5.002501250625312340e-02
2.000000000000000000e+03,7.800000000000000266e-01,6.280429905783168065e-01,4.764173415912338616e-02
2.100000000000000000e+03,7.833333333333333259e-01,6.237340448514692159e-01,4.547521600727603280e-02
2.200000000000000000e+03,7.900000000000000355e-01,6.198271107622441711e-01,4.349717268377555068e-02
2.300000000000000000e+03,7.833333333333333259e-01,6.136661191072485533e-01,4.168403501458940730e-02
2.400000000000000000e+03,7.933333333333333348e-01,6.088057709199383716e-01,4.001600640256101904e-02
2.500000000000000000e+03,7.966666666666666341e-01,6.044761495060988477e-01,3.847633705271257670e-02
2.600000000000000000e+03,7.966666666666666341e-01,6.006011192189735226e-01,3.705075954057057697e-02
2.700000000000000000e+03,7.933333333333333348e-01,5.969711602197304012e-01,3.572704537334762259e-02
2.800000000000000000e+03,7.933333333333333348e-01,5.934146686237978807e-01,3.449465332873404705e-02
2.900000000000000000e+03,7.900000000000000355e-01,5.901965955521690788e-01,3.334444814938312268e-02
3.000000000000000000e+03,7.933333333333333348e-01,5.871274615503501160e-01,3.226847370119392822e-02
3.100000000000000000e+03,7.966666666666666341e-01,5.834970691920253749e-01,3.125976867771178280e-02
3.200000000000000000e+03,7.966666666666666341e-01,5.792874160591231503e-01,3.031221582297665904e-02
3.300000000000000000e+03,7.966666666666666341e-01,5.756994524974083927e-01,2.942041776993233049e-02
3.400000000000000000e+03,7.966666666666666341e-01,5.725868576421430101e-01,2.857959416976278699e-02
3.500000000000000000e+03,8.000000000000000444e-01,5.696938512336215954e-01,2.778549597110308370e-02
3.600000000000000000e+03,8.000000000000000444e-01,5.669007222317302697e-01,2.703433360367666835e-02
3.700000000000000000e+03,8.000000000000000444e-01,5.642239992632520629e-01,2.632271650434324720e-02
3.800000000000000000e+03,8.033333333333333437e-01,5.615928333597008937e-01,2.564760194921774511e-02
3.900000000000000000e+03,8.033333333333333437e-01,5.590858641194521583e-01,2.500625156289072032e-02
4.000000000000000000e+03,8.033333333333333437e-01,5.566609892263092441e-01,2.439619419370578010e-02
4.100000000000000000e+03,8.066666666666666430e-01,5.542916666123105518e-01,2.381519409383186375e-02
4.200000000000000000e+03,8.066666666666666430e-01,5.518106513910056021e-01,2.326122354035822098e-02
4.300000000000000000e+03,8.066666666666666430e-01,5.495375593656375290e-01,2.273243919072516495e-02
4.400000000000000000e+03,8.066666666666666430e-01,5.473294719772431316e-01,2.222716159146476828e-02
4.500000000000000000e+03,8.066666666666666430e-01,5.451894314173373335e-01,2.174385736029571525e-02
4.600000000000000000e+03,8.100000000000000533e-01,5.428740317097680013e-01,2.128112364332836529e-02
4.700000000000000000e+03,8.066666666666666430e-01,5.405672563349068760e-01,2.083767451552406835e-02
4.800000000000000000e+03,8.066666666666666430e-01,5.383517979988245994e-01,2.041232904674423337e-02
4.900000000000000000e+03,8.066666666666666430e-01,5.363023611777724131e-01,2.000400080016003293e-02
5.000000000000000000e+03,8.066666666666666430e-01,5.343016684407572159e-01,1.961168856638556557e-02
5.100000000000000000e+03,8.100000000000000533e-01,5.317704371275493447e-01,1.923446816695518341e-02
